未分组,#genre#
不良番长 野良犬机动队,https://hd.ijycnd.com/play/7axAqPby/index.m3u8
破戒,https://hd.ijycnd.com/play/vbmz1AdY/index.m3u8
敢死营,https://hd.ijycnd.com/play/vbmz5OdY/index.m3u8
功夫机器侠,https://hd.ijycnd.com/play/QdJno2dO/index.m3u8
无间风暴（粤语）,https://hd.ijycnd.com/play/negqw9bw/index.m3u8
再战江湖 （粤语）,https://hd.ijycnd.com/play/negqwlbw/index.m3u8
斗牛犬之女,https://hd.ijycnd.com/play/zbqEq0bp/index.m3u8
沉默的证人（国语版）,https://hd.ijycnd.com/play/QdJn5odO/index.m3u8
东京暴族,https://hd.ijycnd.com/play/vbmzm9dY/index.m3u8
犯罪大师,https://hd.ijycnd.com/play/6dBM0Nb7/index.m3u8
夺宝奇兵2,https://hd.ijycnd.com/play/QbYJAMdz/index.m3u8
愤怒的律师,https://hd.ijycnd.com/play/QdJnpPdO/index.m3u8
反恐特警组：潜龙突围,https://hd.ijycnd.com/play/7ax04qay/index.m3u8
大唐狄仁杰之东瀛邪术,https://hd.ijycnd.com/play/QdJnkgdO/index.m3u8
弹窗惊魂,https://hd.ijycnd.com/play/QbYJD2dz/index.m3u8
敌对区域,https://hd.ijycnd.com/play/zbqEEpbp/index.m3u8
茶盗,https://hd.ijycnd.com/play/7ax0wlay/index.m3u8
战金刚,https://hd.ijycnd.com/play/zbqE5kbp/index.m3u8
大漠孤侠,https://hd.ijycnd.com/play/vbmzWGdY/index.m3u8
真假铁马骝,https://hd.ijycnd.com/play/negqVDbw/index.m3u8
超速驾驶,https://hd.ijycnd.com/play/7ax0xlay/index.m3u8
重案行动之捣毒任务,https://hd.ijycnd.com/play/0dNr28dL/index.m3u8
超能暴力对决,https://hd.ijycnd.com/play/xe7x2Qa7/index.m3u8
重装机甲,https://hd.ijycnd.com/play/negqGjbw/index.m3u8
搏击之王：反击,https://hd.ijycnd.com/play/QdJnzldO/index.m3u8
城市游戏,https://hd.ijycnd.com/play/QbYJmAdz/index.m3u8
一眉先生,https://hd.ijycnd.com/play/0dNr1mdL/index.m3u8
武动乾坤：涅槃神石,https://hd.ijycnd.com/play/0dNr5LdL/index.m3u8
星球大战,https://hd.ijycnd.com/play/negq8lbw/index.m3u8
星球大战,http://39.153.130.167:35455/huya/30080234
燕赤霞之五尾天蝎,https://hd.ijycnd.com/play/zbqE8Rbp/index.m3u8
侠路相逢,https://hd.ijycnd.com/play/vbmzMpdY/index.m3u8
限时营救,https://hd.ijycnd.com/play/6dBMRxb7/index.m3u8
外八门之局中局,https://hd.ijycnd.com/play/QdJnQ2dO/index.m3u8
搏击迷城,https://hd.ijycnd.com/play/negqQ9bw/index.m3u8
卸岭之地下惊龙,https://hd.ijycnd.com/play/7ax08nay/index.m3u8
新精武门：武魂,https://hd.ijycnd.com/play/QbYJr9dz/index.m3u8
特种兵归来之绝地营救,https://hd.ijycnd.com/play/PdRylKbG/index.m3u8
特勤精英之逃出生天,https://hd.ijycnd.com/play/zbqE7Gbp/index.m3u8
天下第一镖局2长风厉,https://hd.ijycnd.com/play/vbmzYOdY/index.m3u8
王牌女保镖之极速守护,https://hd.ijycnd.com/play/Le3qwMb6/index.m3u8
天剑修仙传,https://hd.ijycnd.com/play/vbmzqrdY/index.m3u8
坦克,https://hd.ijycnd.com/play/6dBMNNb7/index.m3u8
特种兵归来4替身疑云,https://hd.ijycnd.com/play/0dNrOpdL/index.m3u8
时间监狱,https://hd.ijycnd.com/play/QdJn6JdO/index.m3u8
射雕英雄传之九阴白骨爪,https://hd.ijycnd.com/play/6dBMoYb7/index.m3u8
天书奇缘,https://hd.ijycnd.com/play/negqnYbw/index.m3u8
特勤精英之生死救援,https://hd.ijycnd.com/play/vbmzOrdY/index.m3u8
铁甲狂猴2决战黎明,https://hd.ijycnd.com/play/0dNrY6dL/index.m3u8
蜀山2剑魔篇,https://hd.ijycnd.com/play/7ax0G3ay/index.m3u8
生死下一秒,https://hd.ijycnd.com/play/QbYJp2dz/index.m3u8
蛇王岛,https://hd.ijycnd.com/play/zbqERpbp/index.m3u8
狄仁杰之四大天王,https://hd.ijycnd.com/play/Le3mNrb6/index.m3u8
蛇王2021,https://hd.ijycnd.com/play/vbmzRGdY/index.m3u8
南拳之英雄崛起,https://hd.ijycnd.com/play/QbYDzWaz/index.m3u8
冰河追凶,https://hd.ijycnd.com/play/QbYDo2az/index.m3u8
比利小子,https://hd.ijycnd.com/play/negWrrew/index.m3u8
命之途,https://hd.ijycnd.com/play/xe7qgOb7/index.m3u8
强龙压阵,https://hd.ijycnd.com/play/vbmWBReY/index.m3u8
穆桂英挂帅破天门,https://hd.ijycnd.com/play/QdJk0veO/index.m3u8
迷毒之天命圈,https://hd.ijycnd.com/play/xe7qQ8b7/index.m3u8
明城攻略之镇河妖,https://hd.ijycnd.com/play/QdJkvveO/index.m3u8
迷毒之东风破,https://hd.ijycnd.com/play/Le3mL4b6/index.m3u8
盗者之王,https://hd.ijycnd.com/play/negWo9ew/index.m3u8
大宋断狱神手之陈情伞,https://hd.ijycnd.com/play/zbqW43ep/index.m3u8
迷罪追凶,https://hd.ijycnd.com/play/vbmWrEeY/index.m3u8
别杀它,https://hd.ijycnd.com/play/0dNozNeL/index.m3u8
城市猎人（原声版）,https://hd.ijycnd.com/play/vbmWm0eY/index.m3u8
别惹德州,https://hd.ijycnd.com/play/Le3mW4b6/index.m3u8
漫画雄心,https://hd.ijycnd.com/play/xe7qP8b7/index.m3u8
所有邪佞之人,https://hd.ijycnd.com/play/negWglew/index.m3u8
12勇士,https://hd.ijycnd.com/play/vbmWnGeY/index.m3u8
封魔纪之赤雷传,https://hd.ijycnd.com/play/PdRvmRdG/index.m3u8
城市猎人（国语版）,https://hd.ijycnd.com/play/negWO6ew/index.m3u8
狄仁杰之幻涅魔蛾,https://hd.ijycnd.com/play/0dNoJLeL/index.m3u8
刺客荣耀·荆轲,https://hd.ijycnd.com/play/6dBGJJe7/index.m3u8
东海龙棺,https://hd.ijycnd.com/play/Le3mAnb6/index.m3u8
狄仁杰之夺魂梦魇,https://hd.ijycnd.com/play/7axWMJey/index.m3u8
大蛇,https://hd.ijycnd.com/play/vbmW4peY/index.m3u8
赤火追缉,https://hd.ijycnd.com/play/0dNogzeL/index.m3u8
八卦风云之河图,https://hd.ijycnd.com/play/6dBGyke7/index.m3u8
陈真传奇,https://hd.ijycnd.com/play/negWOYew/index.m3u8
薄荷,https://hd.ijycnd.com/play/zbqWmGep/index.m3u8
翱翔雄心（普通话),https://hd.ijycnd.com/play/xe7qkyb7/index.m3u8
天劫余生,https://hd.ijycnd.com/play/QbYDM9az/index.m3u8
追击（原声版）,https://hd.ijycnd.com/play/zbqW6yep/index.m3u8
战火中的雕像,https://hd.ijycnd.com/play/zbqWVRep/index.m3u8
印度暴徒（国语版）,https://hd.ijycnd.com/play/zbqW57ep/index.m3u8
印度暴徒 （印度）,https://hd.ijycnd.com/play/xe7q71b7/index.m3u8
白门五甲,https://hd.ijycnd.com/play/xe7q2yb7/index.m3u8
掠食城市（国语版）,https://hd.ijycnd.com/play/0dNoG2eL/index.m3u8
镇伏司·火神之怒,https://hd.ijycnd.com/play/vbmW7EeY/index.m3u8
八侍卫之王者天下,https://hd.ijycnd.com/play/0dNoyDeL/index.m3u8
叶问外传：张天志（国语版）,https://hd.ijycnd.com/play/negWyrew/index.m3u8
叶问宗师觉醒,https://hd.ijycnd.com/play/zbqk3kep/index.m3u8
云南虫谷,https://hd.ijycnd.com/play/negWGkew/index.m3u8
云南虫谷,http://39.153.130.167:35455/huya/11352910
真·三国无双,https://hd.ijycnd.com/play/vbmWEAeY/index.m3u8
镇魔司：西域异兽,https://hd.ijycnd.com/play/7axWozey/index.m3u8
镇魔司：灵源秘术,https://hd.ijycnd.com/play/zbqWADep/index.m3u8
终极代码,https://hd.ijycnd.com/play/vbmWGneY/index.m3u8
宗师叶问,https://hd.ijycnd.com/play/QbYDqYaz/index.m3u8
战略大作战,https://hd.ijycnd.com/play/negWxZew/index.m3u8
气壮山河,https://hd.ijycnd.com/play/QdJkPleO/index.m3u8
战狼2,https://hd.ijycnd.com/play/0dN6QpdL/index.m3u8
长生志,https://hd.ijycnd.com/play/6dBG6ne7/index.m3u8
职业大贼,https://hd.ijycnd.com/play/QdJkY9eO/index.m3u8
枕戈,https://hd.ijycnd.com/play/6dBG82e7/index.m3u8
烈女镖客,https://hd.ijycnd.com/play/PdRvPLdG/index.m3u8
末武江湖之凝神花,https://hd.ijycnd.com/play/negWnlew/index.m3u8
末武江湖之相忘江湖,https://hd.ijycnd.com/play/vbmWYAeY/index.m3u8
长白山天池水怪,https://hd.ijycnd.com/play/vbmWO0eY/index.m3u8
战火黎明,https://hd.ijycnd.com/play/QdJ9GPbO/index.m3u8
大明神捕之银钗盗,https://hd.ijycnd.com/play/negWJYew/index.m3u8
夜路狂奔,https://hd.ijycnd.com/play/7axr3Pdy/index.m3u8
异能者,https://hd.ijycnd.com/play/vbm9rRbY/index.m3u8
英雄年代之九龙秘钥,https://hd.ijycnd.com/play/vbm9DGbY/index.m3u8
异能侦探,https://hd.ijycnd.com/play/zbqky7ep/index.m3u8
战王,https://hd.ijycnd.com/play/QbY9onbz/index.m3u8
英雄郎部,https://hd.ijycnd.com/play/neg9wkbw/index.m3u8
硬汉枪神,https://hd.ijycnd.com/play/QdJ90gbO/index.m3u8
亚瑟王：斗兽争霸,https://hd.ijycnd.com/play/zbqkBkep/index.m3u8
御天神兽之穷奇降世,https://hd.ijycnd.com/play/neg9rGbw/index.m3u8
亚洲犯罪网,https://hd.ijycnd.com/play/6dBYZWb7/index.m3u8
御龙江湖,https://hd.ijycnd.com/play/Le3x4Oa6/index.m3u8
幽离传说,https://hd.ijycnd.com/play/zbqkgpep/index.m3u8
一级指控（国语版）,https://hd.ijycnd.com/play/7axrDPdy/index.m3u8
叶问外传：张天志（粤语版）,https://hd.ijycnd.com/play/neg93Dbw/index.m3u8
血战虎门,https://hd.ijycnd.com/play/0dN6AmdL/index.m3u8
异星危机,https://hd.ijycnd.com/play/QdJ9vKbO/index.m3u8
雪豹之暗战天机,https://hd.ijycnd.com/play/7axr4zdy/index.m3u8
雪暴,https://hd.ijycnd.com/play/6dBY02b7/index.m3u8
隐隐惊马槽之决战女僵尸,https://hd.ijycnd.com/play/vbm9DRbY/index.m3u8
嫌疑人,https://hd.ijycnd.com/play/Le3xPQa6/index.m3u8
寻龙之幽冥地宫,https://hd.ijycnd.com/play/xe7BZ8d7/index.m3u8
寻龙之发丘天棺,https://hd.ijycnd.com/play/Le3xD4a6/index.m3u8
新龙门客栈番外篇金镶玉,https://hd.ijycnd.com/play/Le3xqna6/index.m3u8
心理罪,https://hd.ijycnd.com/play/zbqkW3ep/index.m3u8
侠盗,https://hd.ijycnd.com/play/vbm9PObY/index.m3u8
洗骨,https://hd.ijycnd.com/play/Le3xpMa6/index.m3u8
西游记之再世妖王,https://hd.ijycnd.com/play/vbm9nObY/index.m3u8
水牛男孩,https://hd.ijycnd.com/play/6dBmlxb7/index.m3u8
希莉娅归来,https://hd.ijycnd.com/play/PdRV0qdG/index.m3u8
侠女修仙传,https://hd.ijycnd.com/play/neg9P6bw/index.m3u8
本·霍尔传奇,https://hd.ijycnd.com/play/zbqkZyep/index.m3u8
武松斗杀西门庆,https://hd.ijycnd.com/play/7axrN9dy/index.m3u8
王牌保安,https://hd.ijycnd.com/play/0dN672dL/index.m3u8
无名狂,https://hd.ijycnd.com/play/vbm9krbY/index.m3u8
唐门：美人江湖,https://hd.ijycnd.com/play/7axrnzdy/index.m3u8
同门义,https://hd.ijycnd.com/play/0dN688dL/index.m3u8
亭城之恋,https://hd.ijycnd.com/play/vbm9y3bY/index.m3u8
铜皮铁骨方世玉,https://hd.ijycnd.com/play/PdRVLwdG/index.m3u8
铁道英雄,https://hd.ijycnd.com/play/neg92jbw/index.m3u8
王牌保镖之疾速追击,https://hd.ijycnd.com/play/PdRV8VdG/index.m3u8
危险元素,https://hd.ijycnd.com/play/QdJ97KbO/index.m3u8
童子护宝,https://hd.ijycnd.com/play/Le3x9pa6/index.m3u8
斯巴达Sparta（国语版）,https://hd.ijycnd.com/play/neg9Y9bw/index.m3u8
天明神探之面具谜踪,https://hd.ijycnd.com/play/QbY9yWbz/index.m3u8
锁定,https://hd.ijycnd.com/play/PdRVg0dG/index.m3u8
斯巴达Sparta（原声版）,https://hd.ijycnd.com/play/vbm9RpbY/index.m3u8
特别有种：特警使命,https://hd.ijycnd.com/play/xe7B98d7/index.m3u8
噬魂剑,https://hd.ijycnd.com/play/vbmjL0dY/index.m3u8
天地有情之兄弟,https://hd.ijycnd.com/play/zbqkQkep/index.m3u8
神勇小飞虎,https://hd.ijycnd.com/play/6dBmDXb7/index.m3u8
神兵特攻,https://hd.ijycnd.com/play/QbYmzKbz/index.m3u8
宋慈之临安夜游神,https://hd.ijycnd.com/play/neg9Jlbw/index.m3u8
扫黑·决战,https://hd.ijycnd.com/play/7axxX3ay/index.m3u8
蛇王,https://hd.ijycnd.com/play/zbqng2dp/index.m3u8
布希维克,https://hd.ijycnd.com/play/7axxMlay/index.m3u8
蛇之女,https://hd.ijycnd.com/play/7axxp9ay/index.m3u8
少年叶问之危机时刻,https://hd.ijycnd.com/play/QbYm1nbz/index.m3u8
沙丘虫暴,https://hd.ijycnd.com/play/QbYm3Mbz/index.m3u8
鲨口逃生,https://hd.ijycnd.com/play/zbqnz0dp/index.m3u8
扫黑英雄,https://hd.ijycnd.com/play/6dBm4kb7/index.m3u8
人之怒,https://hd.ijycnd.com/play/negE3kbw/index.m3u8
神勇女侠,https://hd.ijycnd.com/play/7axxY9ay/index.m3u8
杀人蜂入侵,https://hd.ijycnd.com/play/PdRJ3OdG/index.m3u8
千里不留行,https://hd.ijycnd.com/play/zbqnEydp/index.m3u8
怒火·重案（国语版）,https://hd.ijycnd.com/play/7axxwzay/index.m3u8
逆流而上,https://hd.ijycnd.com/play/xe70kGa7/index.m3u8
拳语者,https://hd.ijycnd.com/play/xe70ZQa7/index.m3u8
南少林之怒目金刚,https://hd.ijycnd.com/play/negEGlbw/index.m3u8
怒火·重案（粤语版）,https://hd.ijycnd.com/play/6dBmj2b7/index.m3u8
摩登黄飞鸿,https://hd.ijycnd.com/play/negEy9bw/index.m3u8
明日之战,https://hd.ijycnd.com/play/PdRJKRdG/index.m3u8
南宋诡事之鬼樊楼,https://hd.ijycnd.com/play/vbmjnAdY/index.m3u8
牧野诡事之寻龙,https://hd.ijycnd.com/play/7axxBnay/index.m3u8
名侦探柯南：绯色的子弹,https://hd.ijycnd.com/play/6dBmXJb7/index.m3u8
南海鲛人,https://hd.ijycnd.com/play/xe70wGa7/index.m3u8
南诏风云之忠烈者,https://hd.ijycnd.com/play/zbqn9Rdp/index.m3u8
马永贞之闸北决,https://hd.ijycnd.com/play/6dBmQNb7/index.m3u8
冥海禁地,https://hd.ijycnd.com/play/vbmjk0dY/index.m3u8
龙之战,https://hd.ijycnd.com/play/7axxV3ay/index.m3u8
雷神传说,https://hd.ijycnd.com/play/PdRJowdG/index.m3u8
梦幻山庄覆灭记,https://hd.ijycnd.com/play/QdJxW2aO/index.m3u8
摸金爵之卧龙诡阵,https://hd.ijycnd.com/play/zbqnordp/index.m3u8
龙无目,https://hd.ijycnd.com/play/vbmj29dY/index.m3u8
鲁班四杰之伏龙海眼,https://hd.ijycnd.com/play/QdJxYJaO/index.m3u8
龙神之子,https://hd.ijycnd.com/play/Le3XjOa6/index.m3u8
猎杀T34,https://hd.ijycnd.com/play/negEprbw/index.m3u8
灵狐圣子2：仙山大战,https://hd.ijycnd.com/play/PdRJPEdG/index.m3u8
龙门镇客栈,https://hd.ijycnd.com/play/QbYmQMbz/index.m3u8
六扇门之血手奇谭,https://hd.ijycnd.com/play/negEkkbw/index.m3u8
龙宫女刺客之大明女监,https://hd.ijycnd.com/play/7axxl3ay/index.m3u8
马永贞决战上海滩,https://hd.ijycnd.com/play/7axx9qay/index.m3u8
龙脉·八幡神域,https://hd.ijycnd.com/play/PdRJMOdG/index.m3u8
李白之天火燎原,https://hd.ijycnd.com/play/zbqnYydp/index.m3u8
六扇门之嫣州八艳,https://hd.ijycnd.com/play/vbmjEGdY/index.m3u8
龙都迷踪之斗战乾坤,https://hd.ijycnd.com/play/vbmjE9dY/index.m3u8
绝对忠诚之国家利益,https://hd.ijycnd.com/play/xe72jGd7/index.m3u8
昆仑神宫,https://hd.ijycnd.com/play/Le3XR9a6/index.m3u8
利剑行动,https://hd.ijycnd.com/play/7axxnlay/index.m3u8
飓风奇劫,https://hd.ijycnd.com/play/6dBjxnd7/index.m3u8
雷霆行动,https://hd.ijycnd.com/play/QbYmvYbz/index.m3u8
龙之魂,https://hd.ijycnd.com/play/zbqnV0dp/index.m3u8
老板娘,https://hd.ijycnd.com/play/0dNBx8dL/index.m3u8
铠甲勇士捕王,https://hd.ijycnd.com/play/6dBjz2d7/index.m3u8
神勇佩塔,https://hd.ijycnd.com/play/QbYN8ndz/index.m3u8
林冲之风雪山神庙,https://hd.ijycnd.com/play/zbqnlpdp/index.m3u8
昆仑仪之超时空狙击,https://hd.ijycnd.com/play/xe708Oa7/index.m3u8
狼人杀·启源,https://hd.ijycnd.com/play/zbqnxydp/index.m3u8
兽人战争,https://hd.ijycnd.com/play/Le3PAMa6/index.m3u8
九叔之古棺奇案1,https://hd.ijycnd.com/play/0dNyMLbL/index.m3u8
无生死较量,https://hd.ijycnd.com/play/0dNy3zbL/index.m3u8
实尾岛,https://hd.ijycnd.com/play/6dBjWXd7/index.m3u8
用心棒,https://hd.ijycnd.com/play/7axwRJey/index.m3u8
死区时间,https://hd.ijycnd.com/play/6dBj5Xd7/index.m3u8
诸神之锤,https://hd.ijycnd.com/play/QbYNz0dz/index.m3u8
王牌对王牌,https://hd.ijycnd.com/play/QdJr5odO/index.m3u8
酒剑,https://hd.ijycnd.com/play/zbqmORbp/index.m3u8
快腿,https://hd.ijycnd.com/play/negN1Ddw/index.m3u8
九尾妖狐之血泪,https://hd.ijycnd.com/play/QdJr4DdO/index.m3u8
特工狂花,https://hd.ijycnd.com/play/vbmgJOeY/index.m3u8
血战墓碑镇,https://hd.ijycnd.com/play/xe72gwd7/index.m3u8
九门八甲,https://hd.ijycnd.com/play/negNl9dw/index.m3u8
太极侠,https://hd.ijycnd.com/play/Le3P5Ma6/index.m3u8
金刚：骷髅岛,https://hd.ijycnd.com/play/xe72x1d7/index.m3u8
少女杀手阿墨2,https://hd.ijycnd.com/play/negNo3dw/index.m3u8
死亡矿坑,https://hd.ijycnd.com/play/0dNyq6bL/index.m3u8
精武村大侠,https://hd.ijycnd.com/play/Le3PNxa6/index.m3u8
霍比特人3：五军之战,https://hd.ijycnd.com/play/PdRDDwaG/index.m3u8
精武陈真,https://hd.ijycnd.com/play/0dNyJpbL/index.m3u8
神枪手,https://hd.ijycnd.com/play/6dBjqNd7/index.m3u8
少数派力量,https://hd.ijycnd.com/play/vbmgxreY/index.m3u8
普西迪基地,https://hd.ijycnd.com/play/QdJrgJdO/index.m3u8
莫逆家族,https://hd.ijycnd.com/play/negNOGdw/index.m3u8
鸿门宴传奇,https://hd.ijycnd.com/play/zbqmrybp/index.m3u8
狗咬狗,https://hd.ijycnd.com/play/vbmO2EeY/index.m3u8
金山伏魔传,https://hd.ijycnd.com/play/Le3PgRa6/index.m3u8
墨西哥往事,https://hd.ijycnd.com/play/zbqmq0bp/index.m3u8
浪人,https://hd.ijycnd.com/play/6dBjYQd7/index.m3u8
金蝉脱壳3：恶魔车站,https://hd.ijycnd.com/play/negNWkdw/index.m3u8
进击女儿国,https://hd.ijycnd.com/play/0dNymDbL/index.m3u8
魔鬼的细节,https://hd.ijycnd.com/play/vbmgmGeY/index.m3u8
风云际会,https://hd.ijycnd.com/play/Le3PJna6/index.m3u8
加尔维斯顿,https://hd.ijycnd.com/play/negNNrdw/index.m3u8
零下100度,https://hd.ijycnd.com/play/6dBjGYd7/index.m3u8
缉枪,https://hd.ijycnd.com/play/Le3PEra6/index.m3u8
黑白,https://hd.ijycnd.com/play/QbYN7ndz/index.m3u8
火线惊爆点,https://hd.ijycnd.com/play/0dNyy8bL/index.m3u8
间谍干涉,https://hd.ijycnd.com/play/7axwyzey/index.m3u8
疾风使命,https://hd.ijycnd.com/play/QdJrWldO/index.m3u8
华颐：吞噬怪物的孩子,https://hd.ijycnd.com/play/0dNyR8bL/index.m3u8
竞技场,https://hd.ijycnd.com/play/QbYNmAdz/index.m3u8
功夫战斗机,https://hd.ijycnd.com/play/Le3Pr4a6/index.m3u8
愤怒的黄牛,https://hd.ijycnd.com/play/PdRDB0aG/index.m3u8
混世女魔王,https://hd.ijycnd.com/play/zbqmM3bp/index.m3u8
极速狂飙,https://hd.ijycnd.com/play/negN8ldw/index.m3u8
锅盖头3：绝地反击,https://hd.ijycnd.com/play/zbqm5kbp/index.m3u8
火线突围,https://hd.ijycnd.com/play/zbqmD3bp/index.m3u8
剑破龙门,https://hd.ijycnd.com/play/7axw5Eey/index.m3u8
剑影喋血,https://hd.ijycnd.com/play/QdJrAvdO/index.m3u8
黄皮幽冢,https://hd.ijycnd.com/play/0dNy7zbL/index.m3u8
海豹突击队大战奇妙外星人,https://hd.ijycnd.com/play/6dBjpWd7/index.m3u8
黑夜传说,https://hd.ijycnd.com/play/7axw2qey/index.m3u8
007之霹雳弹,https://hd.ijycnd.com/play/0dNRQ2dL/index.m3u8
极寒风暴,https://hd.ijycnd.com/play/vbmg8peY/index.m3u8
混世四猴：神猴归来,https://hd.ijycnd.com/play/7axw7Jey/index.m3u8
火拳快影,https://hd.ijycnd.com/play/Le3POra6/index.m3u8
洪熙官之天地英雄,https://hd.ijycnd.com/play/vbmgYreY/index.m3u8
荒野寻踪,https://hd.ijycnd.com/play/xe72DAd7/index.m3u8
爱与诚,https://hd.ijycnd.com/play/Le3PQOa6/index.m3u8
火线行动,https://hd.ijycnd.com/play/vbmgGpeY/index.m3u8
鬼手神枪,https://hd.ijycnd.com/play/6dByKQb7/index.m3u8
怪物先生（粤语版）,https://hd.ijycnd.com/play/0dNRN8dL/index.m3u8
捍战2,https://hd.ijycnd.com/play/PdRDYEaG/index.m3u8
怪物先生 （国语版）,https://hd.ijycnd.com/play/QdJRJydO/index.m3u8
虎胆龙威之迷惘,https://hd.ijycnd.com/play/0dNy06bL/index.m3u8
缉毒风暴,https://hd.ijycnd.com/play/QbYNr0dz/index.m3u8
007之诺博士,https://hd.ijycnd.com/play/QdJRGKdO/index.m3u8
分歧者3：忠诚世界（原声版）,https://hd.ijycnd.com/play/QbYRLpdz/index.m3u8
分歧者3：忠诚世界（国语版）,https://hd.ijycnd.com/play/PdR7GReG/index.m3u8
怪癖英雄,https://hd.ijycnd.com/play/vbmPKnaY/index.m3u8
R2B：回到基地,https://hd.ijycnd.com/play/7axwqBey/index.m3u8
高手过招 高手過招,https://hd.ijycnd.com/play/QbYROOdz/index.m3u8
二郎神之绝世战神,https://hd.ijycnd.com/play/0dNRr6dL/index.m3u8
孤胆追踪者,https://hd.ijycnd.com/play/negPRDaw/index.m3u8
浴血兄弟,https://hd.ijycnd.com/play/0dNyDvbL/index.m3u8
敢死七镖客,https://hd.ijycnd.com/play/negPlZaw/index.m3u8
孤胆行动,https://hd.ijycnd.com/play/xe7kEOe7/index.m3u8
最好快逃吧,https://hd.ijycnd.com/play/7axmWqby/index.m3u8
夺命城,https://hd.ijycnd.com/play/zbq990bp/index.m3u8
反毒风暴,https://hd.ijycnd.com/play/zbq902bp/index.m3u8
伏魔录之灵山之谜,https://hd.ijycnd.com/play/xe7k4Ge7/index.m3u8
古董局中局之国画密码,https://hd.ijycnd.com/play/6dByVWb7/index.m3u8
伏魔济公,https://hd.ijycnd.com/play/QbYRg9dz/index.m3u8
硬核风暴,https://hd.ijycnd.com/play/negPGkaw/index.m3u8
最后的乘客,https://hd.ijycnd.com/play/0dNRopdL/index.m3u8
毒海风云,https://hd.ijycnd.com/play/xe7kzQe7/index.m3u8
反击2021,https://hd.ijycnd.com/play/negPj6aw/index.m3u8
下颌骨,https://hd.ijycnd.com/play/6dByGNb7/index.m3u8
封神传说之妖狐王妃,https://hd.ijycnd.com/play/QbYR80dz/index.m3u8
疯狂的足球,https://hd.ijycnd.com/play/QdJRoDdO/index.m3u8
飞鱼服,https://hd.ijycnd.com/play/xe7kKAe7/index.m3u8
毒。诫,https://hd.ijycnd.com/play/QdJRAKdO/index.m3u8
方世玉之胜者为王,https://hd.ijycnd.com/play/zbq90rbp/index.m3u8
中南海保镖,https://hd.ijycnd.com/play/QdJR9PdO/index.m3u8
六头鲨来袭,https://hd.ijycnd.com/play/6dByjkb7/index.m3u8
毒战生死线,https://hd.ijycnd.com/play/vbmPVGaY/index.m3u8
夺钻狙击,https://hd.ijycnd.com/play/negPEGaw/index.m3u8
英雄喋血,https://hd.ijycnd.com/play/xe7kw1e7/index.m3u8
绅士大盗,https://hd.ijycnd.com/play/PdR78zeG/index.m3u8
东北警察故事,https://hd.ijycnd.com/play/zbq9MDbp/index.m3u8
生死时速2：海上惊情,https://hd.ijycnd.com/play/zbq9Dkbp/index.m3u8
盛夏的猎户座,https://hd.ijycnd.com/play/0dNRXNdL/index.m3u8
省港旗兵3：逃出香港,https://hd.ijycnd.com/play/0dNRpNdL/index.m3u8
少年黄飞鸿之铁马骝,https://hd.ijycnd.com/play/zbq9ARbp/index.m3u8
深黑峡谷,https://hd.ijycnd.com/play/Le3GY4e6/index.m3u8
生死时速,https://hd.ijycnd.com/play/vbmPGnaY/index.m3u8
仁寺洞丑闻,https://hd.ijycnd.com/play/vbmPq0aY/index.m3u8
热血无赖,https://hd.ijycnd.com/play/0dNR9zdL/index.m3u8
少林四小龙,https://hd.ijycnd.com/play/xe7knGe7/index.m3u8
三尖树时代,https://hd.ijycnd.com/play/7axm2Jby/index.m3u8
杀人锦标赛,https://hd.ijycnd.com/play/vbmPypaY/index.m3u8
刀剑笑,https://hd.ijycnd.com/play/0dNRk6dL/index.m3u8
七金刚,https://hd.ijycnd.com/play/vbmnAGdY/index.m3u8
大漠追凶,https://hd.ijycnd.com/play/QbYnOAdz/index.m3u8
刀剑笑新传之决战,https://hd.ijycnd.com/play/zbq9j2bp/index.m3u8
盗圣一枝梅,https://hd.ijycnd.com/play/QbYR6Kdz/index.m3u8
拳霸风云,https://hd.ijycnd.com/play/vbmPwOaY/index.m3u8
大嫂归来,https://hd.ijycnd.com/play/6dB2VYd7/index.m3u8
牛仔和外星人,https://hd.ijycnd.com/play/vbmnrRdY/index.m3u8
刀剑笑新传之花魁,https://hd.ijycnd.com/play/xe7k3je7/index.m3u8
日出英烈祠,https://hd.ijycnd.com/play/zbq9Qrbp/index.m3u8
狄仁杰：长安变,https://hd.ijycnd.com/play/7axmnrby/index.m3u8
朋友2,https://hd.ijycnd.com/play/0dN2lvdL/index.m3u8
窃听风云2（国语版）,https://hd.ijycnd.com/play/zbqrPGdp/index.m3u8
潜龙轰天2,https://hd.ijycnd.com/play/QbYnkMdz/index.m3u8
痞子大逃亡,https://hd.ijycnd.com/play/zbqrOpdp/index.m3u8
敲开天堂的门,https://hd.ijycnd.com/play/vbmnL9dY/index.m3u8
潜龙轰天3：野兽之腹,https://hd.ijycnd.com/play/Le3poOa6/index.m3u8
大明女镖师,https://hd.ijycnd.com/play/negGmrew/index.m3u8
女保镖,https://hd.ijycnd.com/play/zbqrK7dp/index.m3u8
大漠悍刀行,https://hd.ijycnd.com/play/QdJ2vKdO/index.m3u8
大明女镖师之龙凤决,https://hd.ijycnd.com/play/zbqry7dp/index.m3u8
纽约行动,https://hd.ijycnd.com/play/6dB2kQd7/index.m3u8
